Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL,amazon_url,amazon_mrp,amazon_sale_price,amazon_quantity,amazon_uom
810,42AUJI0VP0,Parsi Dairy Farm Sitaphal Kulfi,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/9807a7b1-d93f-49ba-a24e-b69a2c366614_945084_1.png,300g,https://www.swiggy.com/stores/instamart/p/42AUJI0VP0?custom_back=true,,,,,
811,ZJ60CJGLRA,Alpino Supernatural Peanut Protein Dark Chocolate_432g,"Tea, Coffee and More",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/535b29f5-c955-43d6-be83-f0e71079f0a4_620819_1.png,432g,https://www.swiggy.com/stores/instamart/p/ZJ60CJGLRA?custom_back=true,,,,,
812,IB0GYWPHIZ,"Sugar Watchers Low-Gi Noodles, No Maida, Non-Fried, Diabetic Friendly","Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/26/a33c9c59-6d7c-48a9-952a-87d80e7ef849_747297_1.png,180g,https://www.swiggy.com/stores/instamart/p/IB0GYWPHIZ?custom_back=true,,,,,
813,K6S7WXQBLL,TALATI Bafla Flour,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/532f0f66-1e5a-4027-89bd-69a200ffe946_286594_1.png,1000g,https://www.swiggy.com/stores/instamart/p/K6S7WXQBLL?custom_back=true,,,,,
814,WPWVH9DS50,TALATI Sabudana,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/d306ec9f-c0f9-499a-8742-048c89bca02e_425828_1.png,500g,https://www.swiggy.com/stores/instamart/p/WPWVH9DS50?custom_back=true,,,,,
815,M8JQAYWWSY,Marvel Spiderman 40Cm Hit Me,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/28/646e6771-cc78-40ec-a6ec-39650f124ccf_979756_1.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/M8JQAYWWSY?custom_back=true,,,,,
816,XDR6SGITS7,"Clovia High Waist Hipster Panties _S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/0d9735a1-35c8-4650-9c54-01ba574166f6_393457_1.png,1Medium,https://www.swiggy.com/stores/instamart/p/XDR6SGITS7?custom_back=true,,,,,
817,LDMON568H2,"Clovia High Waist Striped Hipster Panties_S,M,L,XL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/745ba852-b068-4dfb-b423-0a380974ee76_540969_1.png,1Small,https://www.swiggy.com/stores/instamart/p/LDMON568H2?custom_back=true,,,,,
818,WO8LSXB5A8,"Barbie Complete Looks Fashion Assortment,Girls,3Y+,Multicolour",Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/4f352e7e-5918-499a-9e3c-f1d93822fdea_942378_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/WO8LSXB5A8?custom_back=true,,,,,
819,9GH2L8WJ6W,You Bella Hair Gajra in Artificial Mogra Flower (White),Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/8/d0affdc7-7ba2-4c31-9ad8-0dde11dab14e_809545_1.png,1pack,https://www.swiggy.com/stores/instamart/p/9GH2L8WJ6W?custom_back=true,,,,,
820,S7PHFZX0M2,WELSPUN Blissful Anti Skid Machine Washable Carpet for Living Room (4 x 6 Feet) - Blue,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/eb4edbf5-b024-4b03-a20d-0bf11b88fa8b_983292_1.png,1pack,https://www.swiggy.com/stores/instamart/p/S7PHFZX0M2?custom_back=true,,,,,
821,5POFBMTS13,"Clovia Mid Waist Printed Hipster Panties with Inner Elastic_S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/c037122d-8731-47c5-b103-8401ad0e606f_256645_1.png,1Small,https://www.swiggy.com/stores/instamart/p/5POFBMTS13?custom_back=true,,,,,
822,RBV9MFAQ76,Marvel Im Size 5 Football,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/23ca2dd2-d854-4447-b5e7-ad45362f4fcb_592024_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/RBV9MFAQ76?custom_back=true,,,,,
823,Z8M27VTRBM,Clovia Chic Basic Camisole in Beige and Black- Cotton - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/073fd573-1504-4589-8f28-0f370dd6c885_305541_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/Z8M27VTRBM?custom_back=true,,,,,
824,SNG0WHJZ8O,Clovia Cotton Non-Padded Non-Wired Full Cup Bra In Beige and Pink 36C,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/a96418c2-c66a-4e8c-a8fb-06405a6e6f12_539123_1.png,132C,https://www.swiggy.com/stores/instamart/p/SNG0WHJZ8O?custom_back=true,,,,,
825,B028GYKPP5,"Clovia High Waist Hipster Panties _S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/0d9735a1-35c8-4650-9c54-01ba574166f6_393457_1.png,1Large,https://www.swiggy.com/stores/instamart/p/B028GYKPP5?custom_back=true,,,,,
826,T3GQLCXCSS,"Clovia Mid Waist Printed Hipster Panties with Inner Elastic_S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/c037122d-8731-47c5-b103-8401ad0e606f_256645_1.png,1Large,https://www.swiggy.com/stores/instamart/p/T3GQLCXCSS?custom_back=true,,,,,
827,0LXKZGL6XV,"Clovia High Waist Hipster Panties _S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/0d9735a1-35c8-4650-9c54-01ba574166f6_393457_1.png,1Small,https://www.swiggy.com/stores/instamart/p/0LXKZGL6XV?custom_back=true,,,,,
828,V2RB11FY1Q,Marvel Spiderman Size 3 Football,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/5c6163f4-021b-49df-8d30-696f268a71fd_661172_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/V2RB11FY1Q?custom_back=true,,,,,
829,CGDX3NUBMG,Kennel Kitchen Tuna in Jelly,Pet Supplies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/25/dba2e563-8273-4847-864e-dd4ffceb7a32_petfood_CGDX3NUBMG_MN.png,80g,https://www.swiggy.com/stores/instamart/p/CGDX3NUBMG?custom_back=true,,,,,
830,7TKT8BZSNN,Kennel Kitchen Chicken in Jellly,Pet Supplies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/25/b99554ae-0316-4c0c-84b5-1e6fd5354d3b_petfood_7TKT8BZSNN_MN.png,80g,https://www.swiggy.com/stores/instamart/p/7TKT8BZSNN?custom_back=true,,,,,
831,JINGQDMCWY,Clovia Medium Impact Padded Racerback Sports Bra in Navy Blue- L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/3285fbfc-83ac-4e96-a15d-0bebbfee6f60_420292_1_.png,1L,https://www.swiggy.com/stores/instamart/p/JINGQDMCWY?custom_back=true,,,,,
832,CHDFH7CZYP,Clovia Chic Basic Camisole in Beige and Black- Cotton- XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/073fd573-1504-4589-8f28-0f370dd6c885_305541_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/CHDFH7CZYP?custom_back=true,,,,,
833,3B1MTW5URR,Kennel Kitchen Chicken liver with pumpkin,Pet Supplies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/25/116b47b7-fcff-4ecf-a997-c354e2c5f75f_petfood_3B1MTW5URR_MN.png,100g,https://www.swiggy.com/stores/instamart/p/3B1MTW5URR?custom_back=true,,,,,
834,UZRNYCF9GI,Clovia Chic Basic Camisole in Beige and Black- Cotton - L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/073fd573-1504-4589-8f28-0f370dd6c885_305541_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/UZRNYCF9GI?custom_back=true,,,,,
835,24V4J617U5,"Clovia High Waist Hipster Panties _S,M,L,XL,XXL",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/0d9735a1-35c8-4650-9c54-01ba574166f6_393457_1.png,1XXL,https://www.swiggy.com/stores/instamart/p/24V4J617U5?custom_back=true,,,,,
836,62D1YOVD2W,WELSPUN Blissful Anti Skid Machine Washable Carpet for Living Room (4 x 6 Feet) - Light Brown,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/8eaa351f-f2a7-4098-9b88-6ddd615aa951_389450_1.png,1pack,https://www.swiggy.com/stores/instamart/p/62D1YOVD2W?custom_back=true,,,,,
837,SR0L9VQLMO,Clovia Chic Basic Camisole in Beige and Black- Cotton - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/073fd573-1504-4589-8f28-0f370dd6c885_305541_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/SR0L9VQLMO?custom_back=true,,,,,
838,2MINVH7G0Y,"Sumeet 25cm, 2.25L Super Smooth Pre Seasoned Carbon Steel (Iron) Deep Wok Pan - Black",Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/b9f131f7-4cf9-485e-bfbd-18157feb5c4d_369973_1.png,1pack,https://www.swiggy.com/stores/instamart/p/2MINVH7G0Y?custom_back=true,,,,,
839,XRJMUYZSQ4,"Barbie Doll With Floral Dress, Dolls & Accessories For Girls Age 3Y+ (Assorted)",Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/da690930-b950-45ae-8193-c447d23ec119_749951_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/XRJMUYZSQ4?custom_back=true,,,,,
840,9UWSRKMQCR,Speed Up 1625 Frisbee/Flying Disc Disk Multicolour 8Y+,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/13/ef9e64f9-162c-4cba-b9d1-964bc4e73ced_385533_1.png,1pack,https://www.swiggy.com/stores/instamart/p/9UWSRKMQCR?custom_back=true,,,,,
841,0C4AP9CVFY,Blobbie Sparkling Jello Slime (Display Box Of 18 Slime Containers - 6 Colours * 3 Each),Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/13/d83edee7-666f-4bf5-8a60-f2ab8e442a93_805770_1.png,1pack,https://www.swiggy.com/stores/instamart/p/0C4AP9CVFY?custom_back=true,,,,,
842,GRMBB7XN36,"Ralleyz Electric Train Set, 41 Pieces, Multicolour, 3Y+",Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/f6daaac5-8a61-44ca-8e8b-c2d75380ac0f_600408_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/GRMBB7XN36?custom_back=true,,,,,
843,R4QVPRQW31,Barbie Brand Entry Doll Assorted Dolls & Accessories For Girls Age 3Y+,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/1a8e162c-6bd6-4ff2-8da8-335ae906df3f_45391_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/R4QVPRQW31?custom_back=true,,,,,
844,BI6IT6ZTBD,"Speed Up Cricket Wind Ball Pack Of 3, Unisex, 10Y+ (Multicolor)",Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/96170c7a-81f6-4d55-952e-9299a008af9d_620960_1.png,1pack,https://www.swiggy.com/stores/instamart/p/BI6IT6ZTBD?custom_back=true,,,,,
845,HZ664HBDL5,Jalani Pani Puri Magic Treat,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/wxeho0aesb3qtmpjt0fp,60pieces,https://www.swiggy.com/stores/instamart/p/HZ664HBDL5?custom_back=true,,,,,
846,U3QWD27H1X,"The Skin Story Anti Pigmentation Serum, De Tan, Dark Patches, Niacinamide & Alpha Arbutin, Clear And Bright Skin",Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/8/29/ecafa72b-351a-477f-a0b6-2b6516894d2c_352439_1.png,25ml,https://www.swiggy.com/stores/instamart/p/U3QWD27H1X?custom_back=true,,,,,
847,QDKSCV4WQ6,"Flyberry Gourmet Chickpea Crisps , Vacuum Cooked - with 5g Plant Protein, No Palm Oil",Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/10/d0d92ff3-a266-4606-ada1-275929d7299f_899839_1.png,25g,https://www.swiggy.com/stores/instamart/p/QDKSCV4WQ6?custom_back=true,,,,,
848,RAPP4NQZQ8,Flyberry GourmetÂ OkraÂ Chips - Vacuum Fried -No Palm Oil,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/10/a024648f-1190-4ad2-93db-a04afd3e2438_699880_1.png,20g,https://www.swiggy.com/stores/instamart/p/RAPP4NQZQ8?custom_back=true,,,,,
849,RVYIP8GCND,Vijay Basmati Murmura,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/3dfad3a6-af00-41ff-8dd0-38b4bad7f7e0_396904_1.png,500g,https://www.swiggy.com/stores/instamart/p/RVYIP8GCND?custom_back=true,,,,,
850,SNDO4XG3AM,Boldfit Careforce Electric Hot Water Bag with Pouch for Pain Relief in Cramps - Grey,Sports and Fitness,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/8be494d6-bc38-4b74-9b61-ea0fa04a218a_875872_1.png,1pack,https://www.swiggy.com/stores/instamart/p/SNDO4XG3AM?custom_back=true,,,,,
851,MBQH5CA2Z4,Party Propz 12 Pcs Bride To Be Decoration Set Combo,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/e408ac48-e2b6-4ecf-a5fe-ba21a954b739_942042_1.png,1pack,https://www.swiggy.com/stores/instamart/p/MBQH5CA2Z4?custom_back=true,,,,,
852,YOTC0MCKX5,Party Propz 23 Pcs Mehandi Photobooth Set,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/da1858cc-d365-4acf-9d19-1068a378e658_753244_1.png,1pack,https://www.swiggy.com/stores/instamart/p/YOTC0MCKX5?custom_back=true,,,,,
853,V4HURRAS13,Party Propz 13 Pcs Haldi Decoration Items for Marriage,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/a8cd15bd-cd92-44f8-a6e0-be303d056806_623588_1.png,1pack,https://www.swiggy.com/stores/instamart/p/V4HURRAS13?custom_back=true,,,,,
854,RC73N1ZDKL,Party Propz 73 Pcs Bride To Be Decoration Set Combo,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/8938d76c-ed5a-447b-b848-9411a37058e5_486235_1.png,1pack,https://www.swiggy.com/stores/instamart/p/RC73N1ZDKL?custom_back=true,,,,,
855,OXC8BM9K5Q,Party Propz 17 Pcs Wedding Photobooth Props,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/3fed8ae9-d91d-4350-a589-0d41668bfd13_572165_1.png,1pack,https://www.swiggy.com/stores/instamart/p/OXC8BM9K5Q?custom_back=true,,,,,
856,F9KJCSWS6Y,Party Propz 4 Pcs Handcrafted Pink Lotus For Home and Festive Decoration,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/cf846b91-1e5d-42da-83a0-f10d59a7665c_367262_1.png,1pack,https://www.swiggy.com/stores/instamart/p/F9KJCSWS6Y?custom_back=true,,,,,
857,FOLH91GJ4T,Party Propz 6 Pcs Ivory Wisteria for Home and Festive Decoration,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/74a09305-7424-4e70-b71f-d1a330b06b92_928978_1.png,1pack,https://www.swiggy.com/stores/instamart/p/FOLH91GJ4T?custom_back=true,,,,,
858,Y5SMXDUQY7,Godrej Aer Power Pocket Bathroom and Toilet Air Freshener - Tangy Delight,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/a7e4de42-7e1b-4829-ae8d-56ca96c52162_930618_1.png,10g,https://www.swiggy.com/stores/instamart/p/Y5SMXDUQY7?custom_back=true,,,,,
859,ANAKGMSSQM,Chicco Physio Comfort Soother Blue Silicone 0-6M 1Pc,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/27/ef601c37-827c-4b08-97fc-ef25334f4683_968800_1.png,39g,https://www.swiggy.com/stores/instamart/p/ANAKGMSSQM?custom_back=true,,,,,
860,01KPPBRXGS,Suhana Veg Kolhapuri Mix Pouch,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/23/eb6cb980-6713-45b2-9d01-6b29309c7534_18754_1.png,80g,https://www.swiggy.com/stores/instamart/p/01KPPBRXGS?custom_back=true,,,,,
861,FJKNXJMT4P,Swach Bhuna Chana,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/ksbmdlqwgyim63vvrjnh,500g,https://www.swiggy.com/stores/instamart/p/FJKNXJMT4P?custom_back=true,,,,,
862,ITFH2OALAK,Silver Coin Besan,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/31/e4d0adcd-f032-41e3-b11b-071ee765560b_915777_1.png,500g,https://www.swiggy.com/stores/instamart/p/ITFH2OALAK?custom_back=true,,,,,
863,0SAQLYOJID,Harveys Strawberry Flavor Essence,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/aggxh3c5vaklxihu1szt,28ml,https://www.swiggy.com/stores/instamart/p/0SAQLYOJID?custom_back=true,,,,,
864,IVSHKRMIFX,Amma's Special Methi Thepla,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/iigwrllaa3l0axspogqa,140g,https://www.swiggy.com/stores/instamart/p/IVSHKRMIFX?custom_back=true,,,,,
865,9I0ZPPKNGQ,Indira's Onion Gojju 200g,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/20/73013672-01f8-48ca-8cd2-368a0a2194e7_640775_2.png,200g,https://www.swiggy.com/stores/instamart/p/9I0ZPPKNGQ?custom_back=true,https://www.amazon.in/Indiras-Gojju-Combo-Mango-Bitter/dp/B0DXFDMTZX/ref=sr_1_1?dib=eyJ2IjoiMSJ9.62aNHLmiLZlZ6F3Fui8IMKDzECc2nlsSOuPOs-Bq_u_mmDirHIY1Dtqvtf0Is86VnExbSyxaB9vm3G1QheD_yg.a5wOzp2KGYM8EX1a6AJsVZs-QS3GQorXxWAX7B6zcuo&dib_tag=se&keywords=Indiras+Onion+Gojju+200g+200g&qid=1745391435&sr=8-1,N/A,N/A,N/A,N/A
866,S0Y1S9ZO90,Organic Roots Millet Upma,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/23/f9116ada-2c2c-486c-8c69-25d5c4733955_17183_1.png,55g,https://www.swiggy.com/stores/instamart/p/S0Y1S9ZO90?custom_back=true,,,,,
867,1C06JLOMIK,Silver Coin Rawa,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/29/acd13df7-4d6b-408c-a2a8-588947257d04_184232_1.png,1kg,https://www.swiggy.com/stores/instamart/p/1C06JLOMIK?custom_back=true,,,,,
868,QZ378UU8RM,Satyam Soyabean Flour,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/felte4wqgg9znlqbtb1l,500g,https://www.swiggy.com/stores/instamart/p/QZ378UU8RM?custom_back=true,,,,,
869,8L974OXZ2R,Harveys Rose Flavor Essence,Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/pvxx1qelyiro2tz3jwgj,28ml,https://www.swiggy.com/stores/instamart/p/8L974OXZ2R?custom_back=true,,,,,
870,F593YMVAWZ,Wella Professionals INVIGO Nutri Enrich Deep Nourishing Shampoo,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/025399415cc007ea44add52e9b2e58da,250ml,https://www.swiggy.com/stores/instamart/p/F593YMVAWZ?custom_back=true,,,,,
871,M0HYDSO758,Chicco Physio Comfort Soother Pink Silicone 0-6M 1Pc,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/26/dc02d6b2-b019-4469-82eb-4e43a3789791_709189_1.png,38g,https://www.swiggy.com/stores/instamart/p/M0HYDSO758?custom_back=true,,,,,
872,D93S7MGAJ8,Just Organik Organic Arhar Dal,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/9abf4eb9-0555-4dd8-baab-65abab2d3281_272683_1.png,1kg,https://www.swiggy.com/stores/instamart/p/D93S7MGAJ8?custom_back=true,,,,,
873,L0U0PZRTD7,Chicco Brush and Comb Light Blue,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/26/18b6cbd4-ab08-410d-af16-6486ad3262b9_208789_1.png,96g,https://www.swiggy.com/stores/instamart/p/L0U0PZRTD7?custom_back=true,,,,,
874,SG26M03UC0,Just Organik Organic Quinoa (White),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/21/3ed1af16-9bb5-47e2-838c-9e89abe6d4b7_267572_1.png,500g,https://www.swiggy.com/stores/instamart/p/SG26M03UC0?custom_back=true,,,,,
875,B6BGJY84K0,Just Organik Organic Red Rajma,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/a4b3d810-67f6-49d0-bf69-383eabe79976_833503_1.png,1kg,https://www.swiggy.com/stores/instamart/p/B6BGJY84K0?custom_back=true,,,,,
876,6HV5P1424R,Just Organik Peanut/ Organic Groundnut Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/db6fce3c-9a91-42e6-b610-de1b2709221b_746019_1.png,1ltr,https://www.swiggy.com/stores/instamart/p/6HV5P1424R?custom_back=true,,,,,
877,NZ1I12Z2RR,Plum Saffron & Kumkumadi Oil Glow Bright Moisturizer | With SPF 35 | UVA/B Protection,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/728052ea-f782-4aae-9908-1e0efaf71584_848972_1.png,50g,https://www.swiggy.com/stores/instamart/p/NZ1I12Z2RR?custom_back=true,,,,,
878,19LR0VFZBH,Chicco Baby Moments Gentle Cleansing Bar 100g,Baby Care,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/27/0d68b2bd-ec44-4ef8-996b-e8d75104e696_891043_1.png,109g,https://www.swiggy.com/stores/instamart/p/19LR0VFZBH?custom_back=true,,,,,
879,ND8YOMYD5I,Yu Pink Sauce Instant Wheat Pasta (Penne),Instant Food and Frozen Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/16/65220d77-14ac-4389-906b-9affbe88c094_344671_1.png,65g,https://www.swiggy.com/stores/instamart/p/ND8YOMYD5I?custom_back=true,,,,,
880,RJ9C1AG3F1,Mamaearth Beetroot Hydraful Moisturizer- Beetroot & Hyaluronic Acid For Hydrated Pink Glow 50 gm,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/5aa16aec-ced9-4a12-a50a-7f71b5f7116e_679816_1.png,50g,https://www.swiggy.com/stores/instamart/p/RJ9C1AG3F1?custom_back=true,,,,,
881,BJO94K9NG7,Just Organik Organic Atta (Gluten Free),"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/3b8c77af-1107-4048-b723-d3971d695ae2_247099_1.png,1.5kg,https://www.swiggy.com/stores/instamart/p/BJO94K9NG7?custom_back=true,,,,,
882,GVII1P6C9X,Just Organik Organic Turmeric Powder,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/2a3933f0-6e96-4fde-a6b9-9c084e2c6e4d_514198_1.png,500g,https://www.swiggy.com/stores/instamart/p/GVII1P6C9X?custom_back=true,,,,,
883,RV2N0IF32C,Just Organik Organic Kabuli Chana,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/1a41aa43-23ba-4885-b1ae-c670ac560c07_422108_1.png,1kg,https://www.swiggy.com/stores/instamart/p/RV2N0IF32C?custom_back=true,,,,,
884,0SFHPM5J2N,Just Organik Extra Virgin Organic Coconut Oil,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/17/1054a9a8-94eb-4277-bb84-1f504e31a3d8_431792_1.png,350ml,https://www.swiggy.com/stores/instamart/p/0SFHPM5J2N?custom_back=true,,,,,
